000	0.410000	4.670000
001	3.340000	5.000000
002	1.690000	17.240000
003	4.780000	13.580000
004	9.620000	4.640000
005	7.050000	1.450000
006	2.810000	8.270000
007	9.610000	4.910000
008	9.950000	19.420000
009	8.270000	14.360000
010	3.910000	6.040000
011	9.020000	1.530000
012	2.920000	3.820000
013	4.210000	7.160000
014	7.180000	18.950000
015	4.470000	17.260000
016	7.710000	15.380000
017	8.690000	19.120000
018	6.670000	2.990000
019	0.350000	18.940000
020	7.030000	18.110000
021	3.220000	3.330000
022	6.730000	6.640000
023	1.410000	17.110000
024	2.530000	8.680000
025	5.470000	16.440000
026	6.620000	7.570000
027	0.370000	8.590000
028	7.230000	17.410000
029	5.290000	7.780000
030	3.160000	10.350000
031	1.900000	18.420000
032	2.880000	1.060000
033	0.400000	9.420000
034	2.640000	6.480000
035	4.460000	18.050000
036	8.900000	7.290000
037	3.700000	13.500000
038	0.060000	11.010000
039	3.930000	15.480000
040	6.290000	6.230000
041	0.840000	19.540000
042	7.560000	18.400000
043	9.660000	13.760000
044	9.310000	3.080000
045	9.440000	4.390000
046	6.260000	13.230000
047	5.370000	15.380000
048	1.180000	0.820000
049	9.290000	5.410000
